dine_in,delivery,reservable,serves_beer,serves_breakfast,serves_brunch,serves_dinner,serves_lunch,serves_vegetarian_food,serves_wine,takeout,wheelchair_accessible_entrance,curbside_pickup,name,price_level,rating,user_ratings_total,sunday_activity_hours,monday_activity_hours,tuesday_activity_hours,wednesday_activity_hours,thursday_activity_hours,friday_activity_hours,saturday_activity_hours,open_activity_hour,close_activity_hour,open_on_saturday,reviews,geo_location,percent of religious,socio-economic index value,socio-economic rank,socio-economic cluster,store_100,store_500,rest_100,rest_500,bus_station_100,bus_station_500,type,kosher
True,,True,True,True,True,True,True,,True,,,,Monte Carmelo,,4.3,48,"[480, 1350]","[480, 1350]","[480, 1350]","[480, 1350]","[480, 1350]","[450, 1470]","[450, 1470]",480.0,1350.0,True,"{'שרות', '', 'מוכנה', 'סנטה', 'שקטה', 'ותפריט', 'סתמי', 'מגוון', 'יש', 'שאכלנו', 'של', 'מלצריות', 'קסום', 'מריה', 'נעימות', 'קטנה', 'באווירה', 'סלט', 'מאוד', 'לשיחה', 'מאד', 'ביותר', 'ושטרודל', 'יפות', 'חנייה', 'רביולי', 'שלא', 'לשתות', 'אספרסו', 'בינוני', 'מעולה', 'האוכל', 'והנוף', 'משעמם', 'הצלחתי', 'חובבני', 'קפה', 'וטוסט', 'גס', 'וטעים', 'כאן', 'ערמונים', 'מהמם', 'בקיצור', 'לא', 'חתוך', 'מנה', 'ומיומנות', 'בו', 'לפספס', 'נעימה', 'היתה', 'לזהות', 'בית', 'המקום', 'בשפע', 'מומלץ'}","[32.8267455, 34.9693547]",0.0,0.27,339.333,2.166,0,7,1,7,2,15,,
True,False,True,True,True,True,True,True,True,True,True,True,,סנטה מריה,2.0,4.2,1626,"[480, 1350]","[480, 1350]","[480, 1350]","[480, 1350]","[480, 1350]","[480, 1410]","[480, 1380]",480.0,1350.0,True,"{'', 'פטריות', 'אך', '15', 'דקות', 'שמשרה', 'להביא', 'שמנת', 'ערוך', 'לקפה', 'צבי', 'ומחכים', 'מחירים', 'שקיעה', 'לשולחנות', 'פחד', 'מוצלח)', 'ופסטה', 'שיבוא', 'והיחס', 'נאלצתי', '(לא', 'מדהים', 'מושלמת', 'טעימה', 'מול', 'לשומרי', '/', 'וגדולה', 'לחלוק', 'מדי)', 'חבל', 'הכנסייה', 'כולה', 'כזה', 'הבית', 'בצל', 'יצאה', 'שיוצר', '-', 'טוסט', 'השולחן', 'מרק', 'חווייה', 'עוגה', 'מוסיקה', 'עם', 'נכון', 'בשני', 'ממש', 'מאד', 'ואני', 'והגיע', 'הזמנה', 'אבל', 'צריכים', 'שירות', 'מספר', 'אבי', '(', 'הבעיה', 'לשניים', 'תלוי', 'ואווירה', 'זיהה', 'משהו', 'יוצא', 'לא', 'הרושם', 'פעמים', 'כי', 'שכחה', 'שני', 'קורס', 'מחכים', 'טעימות', 'גלידת', 'מיקום', 'חצילים', 'הייתה', 'החיצונית', 'ואז', 'לראות', 'קסומה', 'השקיעה', 'הקפה', 'של', 'מהכלל', 'את', 'העוגות', 'לזניה', 'ללא', 'ביקור', 'לקבל', 'אדיב', 'ליד', 'כמובן', 'מאריס', 'והיינו', 'הים', 'התשלום', 'המשקל', 'הזמנו', 'וניל', 'אוסטרית', 'השירות', 'מתוקות', 'כוסות', 'משני', 'מלצרים', 'פרוסות', 'המקומות', 'וינאי', 'ברקע', 'לבקש', 'לדעתי', 'עד', 'משם', 'שאפו', 'הראשונה', 'האווירה', 'נעימה', 'ולעת', 'אוירה', 'שואלים', 'בית', 'הטרדה', 'מלא', 'קלאסית', 'מוזיקה', 'גם', 'אכלנו', 'ותיקן', 'מי', 'מושלםםם', 'עורבים', 'ומפיות', 'האישית', 'חוויה', ""וקפוצ'ינו"", 'ההזמנה', 'ועוגה', 'היה', 'והמתנו', 'קפה/מסעדה', 'ניתן', 'נמצאת', 'במרפסת', 'כראוי', 'קפה', 'קר', 'שטרודל', 'לשלב', 'ושתיה', 'צב', 'מלצרית', 'יותר', 'ישבנו', 'סטלה', 'המירום', 'מהר', 'פסטה', 'מגיעים', 'סבירים', 'המנה', 'שמערך', 'האחראי', 'אפשר', 'ושתי', 'בערך', 'טעים'}","[32.8269322, 34.9693839]",0.0,0.209,308.458,2.083,0,7,1,7,2,17,בתי קפה,False
True,,True,True,False,True,True,True,,True,True,,,מסעדת קלמאריס,2.0,4.5,1999,"[720, 1380]","[720, 1380]","[720, 1380]","[720, 1380]","[720, 1380]","[720, 1380]","[720, 1380]",720.0,1380.0,True,"{'', 'מקום', 'יש', '😁', 'בחום', 'מסעדת', 'אנשים', 'יקרים', 'ציון', 'למסעדה', 'מחירים', 'אישי', 'טעים', 'מדהים', 'השרות', 'דגים', 'אחזור', 'התנסיתי', 'ביקורים', 'והמנומס', 'מיוחדים', 'מכמה', 'שרותיים', 'מעולים', 'לפעם', 'ושירות', 'נקי', 'מאכלי', 'להתלונן', 'הצוות', '10', 'דחוס', 'סלטים', 'פחות', 'שנותן', 'עם', 'משתנה', 'ואוהבים', 'נעימים', 'מאד', 'נחמד', 'יחס', 'מה', 'שירות', 'החלון', 'אין', 'איכותי', 'בסוף', 'נענע', 'על', 'לא', 'פעמים', 'ומאד', 'ייחודיים', 'ובשרים', 'טעימים', 'ממנהלים', 'ממוקמת', 'מושלם', 'שוב', 'וכדאי', 'בעיקר', 'הכרמל', 'וממליצה', 'יחסית', 'כל', 'טוב', 'אדיב', 'ליד', 'ויש', 'כמובן', 'מעולה', 'מאריס', 'נוף', 'הנוף', 'חביבים', 'וטרי', 'שחוזרים', 'בקשה', 'כלשהי', 'מהמם', 'עוף', ':', 'ענה', 'טרי', 'מפעם', 'עד', 'מסעדה', 'קינוחים', 'בסטלה', 'מומלץ', '(גלידה', 'נותנת', 'עליה', 'גם', 'ים', 'הארוחה', 'בהחלט', 'מהממת', 'צוק', 'חוויה', 'בקר', 'מראש', 'לציין', 'ואיכפתיות', 'קפה', 'רק', 'וצוות', 'הנפלא', 'אוכל', 'צוות', 'סטלה', 'תה', 'המסעדה', 'טיפה', 'בקלאווה)', 'ונוף', 'סטייק', 'הציפיות', 'להזמין', 'המלצרים', 'בבשר', 'כמה', 'בשפע'}","[32.8280188, 34.9700524]",0.0,0.209,308.458,2.083,1,12,2,12,1,18,מסעדה ים תיכונית,False
True,True,,True,True,True,True,True,False,True,True,True,,מסעדת מקסים,2.0,3.9,2923,"[480, 1350]","[480, 1350]","[480, 1350]","[480, 1350]","[480, 1350]","[480, 1350]","[480, 1350]",480.0,1350.0,True,"{'', 'טובה', 'תמיד', 'יש', 'לקחו', 'בחום', 'להחליט', 'שכנעה', 'יקר', 'ובעברית', 'משביעה', 'קיבלו', '100₪', 'היגע', 'בקשר', 'השתללו', 'ממה', 'ולמען', 'מלצר', 'לחפש', 'ומעבר', 'שווה', 'טריו', 'טובות', 'ואוכל', 'اسم', 'סבלנים', 'ונחמדים', 'הזמן', 'קבלת', 'אנושי', 'וקבב', 'לנו', 'והוא', 'שירותי', 'שהילדים', 'הינו', 'עוצר', 'אכתוב', 'مسمى', 'חייכנית', 'לחיוך', 'סברים', 'סלטים', 'פחות', 'האמת', 'קצת', 'עזרו', 'המחירים', 'שאמרנו', 'ממש', 'משש', 'מסעדות', 'צריכים', 'רצון', 'אותנו', 'שירות', 'קבלנו', 'ב30', 'מזמנת', 'עין', 'ואיכות', 'בסוף', 'היחס', 'על', 'המלצרית', 'לא', 'מעל', 'הפנים', 'ומקסים', 'במסעדה', 'החמודה', 'טעימות', 'בחיפה', 'שהיו', 'קשה', 'הייתה', 'היהו', 'שפשוט', 'ש""ח', 'למצופה', 'את', 'יחסית', 'כל', 'טוב', 'מאוד', 'אדיב', 'וגם', 'على', 'הנוף', 'בעל', 'הים', 'התשלום', 'מבחר', 'הזמנו', 'השירות', 'נשימה', 'סברין', 'טרי', 'מפעם', 'לדעתי', 'פרגית', 'שלה', 'שזכרתי', 'הזה', 'וטעם', 'מומלץ', 'שזה', 'מגוון', 'גם', 'העובדים', 'חויבנו', 'בחיוך', 'מקסים', 'משמע', 'פלטת', 'מסגנון', 'חוויה', 'בינוני', 'לציין', 'היה', 'ואת', 'האוכל', 'קטן', 'חוף', 'בערבית', 'וטעים', 'לסרב', 'ברמה', 'צוות', 'אוכל', 'יותר', 'מהר', 'המנות', 'סבירים', 'המסעדה', 'פיתות', 'תרתי', 'גבוהה', 'במנות', 'לשבח', 'טעים', 'אומרים'}","[32.8123812, 34.9556842]",0.0,0.378,458.166,2.688,1,19,0,5,2,15,מסעדה ים תיכונית,False
True,True,True,True,False,False,True,True,True,True,True,False,,גולדן קוראל- Golden Coral,2.0,4.6,579,"[735, 1380]","[735, 1380]","[735, 1380]","[735, 1380]","[735, 1380]","[720, 1440]","[735, 1380]",735.0,1380.0,True,"{'', 'הולם', 'דג', 'בחום', 'עשויים', 'ג׳ורג׳', 'יומולדת', 'פיקס', 'חגגנו', 'נהננו', 'מסעדן', 'חיוך', 'למסעדה', 'טריו', 'בסלטים', 'להפליא', 'מדהים', 'חיכה', 'מושלמת', 'הלוקוס', 'דגים', 'הוא', 'והכל', 'אז', 'לנו', 'פינקו', 'לימון', 'מנה', 'שלנו', 'ממליצים', '-', 'השולחן', 'אייטיז', 'משובחים', 'כמה', 'סלטים', 'זו', 'עם', 'יהיה', 'וניסיון', 'לה', 'ממש', 'יחס', ""והחבר'ה"", 'בכיף', '6', 'רעבים', 'איש', 'ברוטב', 'אותנו', 'שירות', 'האצבעות', 'אני', 'בהתלבטות', 'שום', 'על', 'לא', 'ובעיקר', 'לחגוג', 'בחיפה', 'קסומה', 'פרות', 'מעכשיו-', 'של', 'את', 'ממליץ', 'ללקק', 'שלו', 'טוב', 'מאוד', 'בידיים', 'בטלפון', 'אדיב', 'וחם', 'קיבל', 'נחמדים', 'וקינוח', 'התנגנה', 'הציון', 'מעולה', 'נוף', 'ואכלנו', 'מוזיקת', 'דואגים', 'צמוד', 'טריים', 'זאת', 'שמנת:', 'והרבה', 'מהמם', 'טרי', 'מדוייקת', 'ברקע', 'ודגים', 'אינטימית', 'מסעדה', 'והביא', 'הסטוריה', 'האווירה', 'והמסעדה', 'נעימה', 'אוירה', 'שיש', 'שהכל', 'מומלץ', 'כבר', 'בדיוק', 'קיבלנו', 'אכלנו', 'ים', 'בהחלט', 'כמשפחה', 'הגבוה', 'מקסים', 'באווירה', 'פלטת', 'ואישי', 'וויתרנו', 'הבעלים', '4', 'מקושט', 'גדול', 'היה', 'האוכל', 'קלט', 'וותיק', 'דוגמיות', 'חשבונו', 'היינו', 'באנו', 'הרבה', 'בטירוף', 'אוכל', ""ג'ורג'"", 'מטוגן', 'חם', 'המסעדה', ':)', 'וטעימה', 'ושקטה', 'אהבה', 'טעים'}","[32.8280906, 34.9700851]",0.0,0.209,308.458,2.083,1,12,2,12,1,18,מסעדה ים תיכונית,False
True,,True,True,False,False,True,True,,True,True,True,,שוואטינא סטלה מאריס,2.0,4.3,1708,"[720, 1380]","[720, 1380]","[720, 1380]","[720, 1380]","[720, 1380]","[720, 1440]","[720, 1440]",720.0,1380.0,True,"{'טובה', '', 'מקום', 'הטרי', 'שמשתמשים', 'יקר', 'חלקית', 'כמו', 'הללו', 'הם', 'ואגוזים', 'הוא', 'המחיר', 'ועד', 'מנהל', 'סלטים', 'רשימה', 'ממש', 'אחד', 'המדהים', 'ציינתי', 'ארזו', 'בחיפה', 'כדור', 'טעימים', 'הירוק', 'שלו', 'חניה', 'שתנשמו', 'דרך', 'מפרץ', 'נוף', 'כך', 'הנוף', 'כוס', 'ונאמרה', 'שגם', 'היוטיוב', 'מזרחית', 'כמוהו', 'שלהן', 'חסר', 'איזה', 'הנפלאה', 'הסלט', 'שהכי', 'גם', 'אורחים', 'תחושה', 'וחשפה', 'ולא', 'הכי', 'נהריה', 'הסרטנים', 'במחיר', 'האוכל', 'זה', 'הסיכום', 'יפה', 'נחשבת', 'מהחלון', 'ממש:', 'אוכל', 'צריך', 'אמאלהההה', 'אנחנו', 'המנה', 'שולחנות', 'גבוהה', 'סטקים', 'טעים', 'במהלך', 'עמוסי', 'באחד', 'חומר', 'העיקריות', 'למסעדה', 'למנה', 'אל', 'היו', 'אתם', 'הגיע', 'לקחת', 'והכל', 'מיישר', 'שגרתי:', 'מהסלטים', 'האדירה', 'לחוויה', 'המשתקף', 'המדהימה', '-', 'עדיף', 'המרהיב', 'הזאת', 'טונה', 'הסלטים', 'שילמנו', 'אבל', 'שמתאימות', 'שירות', '(', 'להגיע', 'גרים', 'דואג', 'אף', 'לא', 'מעל', 'נאמרה', 'מיקום', 'ישאר', 'פתיחה', 'היתה', 'הסטייק', '(הצבע', 'הקינוח', 'עובד', 'העלים)', 'ואז', 'בשריות', 'בארץ', 'לראות', 'שצופה', 'הרמה', 'את', 'מיליון', 'הפירות', 'כולל', 'מעולה', 'אחרי', 'הדברים', 'החל', 'מהמם', 'שוואטינא', 'יכולים', 'אווז', 'לנמל', 'המילה', 'לטבולה', 'כבש', 'הנהדר:', 'עליה', 'הארוחה', 'חיפה', 'התחתונה:', 'גורמה', 'ולטחינה', 'מסלט', 'שחור', 'שזאת', 'השולחנות', 'שמעולם', 'בזיליקום)', 'סיימנו', 'מהשורה', 'ליופיו', 'ברמה', 'שאר', 'ראשכם', 'Reviews', 'אתחיל', 'סבירים', 'ונוף', 'סטייק', 'צלע', 'ספק', 'להזמין', 'וסלט', 'פרט', 'הענק', 'כמסעדת', 'מנת', 'מסעדת', 'הסניף', 'אנשים', 'בסדר', 'מחירים', 'לחומוס', 'השרות', 'טעימה', 'האבוקדו', 'לנו', 'בסרטון', 'טעמתי', 'הרימונים', 'השולחן', 'התקדים', 'חמוציות', 'קצת', 'בלבד', 'עז', 'ולהרגיש', 'ומעל', 'שוואטיניא', 'ארטישוק', 'רצוי', 'תקבלו', 'חד', 'אין', 'ובורגול', 'מונחים', 'נענע', 'כנאפה', '(בשילוב', 'עסיסי', 'עקריות', 'בשוואטינא', 'תזמינו', 'היפים', 'של', 'חווינו', 'ללא', 'כל', 'סלט', 'מאוד', 'חייבים', 'wow', 'עליו', 'שלי:', 'תחמיצו', 'כמובן', 'יהיו', 'הוא:', 'מעלפת', 'מבחר', 'במרכזה', 'הנפלאים', 'וקפה', 'ומנות', 'המקומות', '(שהיו', '824', 'מסעדה', 'מוודא', 'מהמסעדה', 'המצפור', '(איך', 'כבר', 'טעמים', 'קו', 'בעיות', 'בגלל', 'בערוץ', 'בין', 'לצד', 'משמעית', 'בבית', 'טובים', 'ירק', 'שתסובבו', 'כבד', 'רק', 'מקצועי', 'אם', 'המנות', 'המסעדה', 'ונותן', 'פרנסיס', 'שתיה', 'כמנות', 'איפה', 'המראה', 'WOW', 'אך', ')', 'הפרומו', 'במקום', 'יחודיים', 'מצוין', 'העיקרית', 'יקרים', 'ומעבר', 'יחודי', 'טיפ', 'משנה', 'אז', 'לפני', 'בעבר', 'בצל', 'בו', 'ירוק', 'שכבה', 'גמור', 'עיקרית', 'עם', 'קולינרית', 'שאי', 'סעדנו', 'עוד', 'ערבית', 'תענוג', 'היתה:', 'שלי', 'ואדיב', 'הפרטי', 'ולגליל', 'לציפיות', 'יצירה', 'להאמין', 'פעם', 'ש""ח', 'הטריות', 'גרגיר', 'ליד', 'באיזור', 'סלטי', 'שהכנתי', 'מאריס', 'סביר', 'מרכיבי', 'אכלתי', 'כאן', 'השירות', 'שמולכם', 'טרי', 'מעט', 'בסטלה', 'שלה', 'הגלם', 'שיש', 'במיוחד)', 'סט', 'תרד', 'חיפאים', 'ים', 'עכו', 'בחשבון', 'לצפות', '4', 'וחזרה', 'גלידה', 'היה', 'כאילו', 'נמצאת', 'שהנוף', 'המהמם', 'הרבה', 'Shaulevi', 'סטלה', 'עגבניה', 'תה', 'ובנוסף', 'מנות', 'הכל'}","[32.8279914, 34.9702041]",0.0,0.209,308.458,2.083,1,12,2,12,1,18,מסעדה ים תיכונית,False
,,,,,,True,True,,,,,,אולם אירועים אורות המושבה,,1.0,1,,,,,,,,,,,{''},"[32.8245614, 34.9705137]",0.0,0.393,401.083,2.333,4,8,0,7,3,21,,
True,,True,True,False,False,True,True,,True,True,True,,"בורגרים חיפה רמת הנשיא, כשר בשר חלק",2.0,4.1,63,"[660, 1380]","[660, 1380]","[660, 1380]","[660, 1380]","[660, 1380]","[660, 870]","[1080, 1380]",660.0,1380.0,True,"{'', 'מקום', 'טובה', 'טריות', 'בחום', 'יקר', 'קרות', 'אפילו', 'דיי', 'בסדר', 'איכות', 'הבורגרים', 'המבורגרים', 'או', 'היו', 'הגיע', 'הוא', '💛', 'התוספות', 'מבאס', 'נקי', 'סכ״ה', 'סניף', 'מאד', 'משלוח', 'רגע', 'אמר', 'נפלא', 'אבל', 'שירות', 'תדעו', 'מפתיע', 'על', 'לא', 'במסעדה', 'ארוחה', 'ממליצה', 'ובלי', 'טעימים', 'לרשת', 'של', 'שחייבים', 'בסיסי', 'הייתי', 'ירקות', 'וחם', 'מהיר', 'מעולה', 'ביחס', 'פחמימות', 'שהדגש', 'וטרי', 'חזה', 'מכל', 'למה', 'עוף', 'במשלוח', 'טרי', 'מצויינת', 'וטוב', 'רע', 'בוא', 'מומלץ', 'מי', 'לצפות', 'נעים', 'נהניתי', 'חוויה', 'האוכל', 'ועם', 'זה', 'וטעים', 'אוכל', 'לחמניות', 'מהר', 'פינוק', 'טעים'}","[32.8127736, 34.9610985]",0.0,0.378,458.166,2.688,11,27,2,9,2,27,,
True,True,True,True,False,False,True,True,,True,True,True,,בורגרים - רמת הנשיא,2.0,4.1,314,"[600, 1380]","[600, 1380]","[600, 1380]","[600, 1380]","[600, 1380]","[600, 930]","[1230, 1380]",600.0,1380.0,False,"{'', 'מהצד', 'יש', 'ההזזמנה', 'יקר', 'במקום', 'שנת', 'להנות', 'קיבלו', 'בסדר', 'כמו', 'וארוז', 'הבצל', 'איך', 'הלימודים', 'פשוט', 'לעילא', 'המבורגרים', 'היו', 'מחויך', 'הגיעו', 'הזמן', 'השרות', 'בסבלנות', 'הייטב', 'ביחד', 'חבל', 'כיף', 'הדיל', 'בנוחיותו', 'כדי', 'בו', 'ולעילא', '-', 'ובהתחשבות', 'אסתטי', 'סכ״ה', 'מןמלץ', 'סניף', 'והמקום', 'ונעים', 'המחיר', '""', 'אחלה', 'לכבוד', 'הבשר', 'עם', 'המחירים', 'ממש', 'כפי', 'לכל', 'אבל', 'שירות', 'וקיבלנו', 'הנכדים', 'שלי', 'היחס', 'קופון', 'על', 'לא', 'ובעיקר', 'פוד', 'הפסט', 'כי', 'טעימות', 'יופי', 'לראות', 'והשירות', 'של', 'שוב', 'לחד', 'את', 'תוך', 'המון', 'יחסית', 'למרות', 'באים', 'שלו""', 'שעשו', 'דרך', 'שמיניית', 'מעולה', 'האתר', 'טריים', 'הזמנו', 'הצ׳יפס', 'השירות', 'ביקשנו', 'והאוכל', 'מכל', 'השינויים', 'רציתי', 'ביקרנו', 'האוירה', 'האהוב', 'סיום', 'טרי', 'חניות', 'אוהבים', 'נעימה', 'ילד', 'ומזמין', 'חוויה', 'המסביבב', 'היה', 'שהם', 'והתאימו', 'הרבה', 'נזמין', 'אם', 'מהר', 'חם', 'סבירים', 'טבעות', 'המנה', 'מנות', 'אפשר', 'הכל', 'רטבים', 'לשבת', 'המקום'}","[32.812489, 34.960946]",0.0,0.734,715.0,4.0,11,27,2,10,2,27,,
True,,True,,,,True,True,,,,,,סדנת בישול הודי,,5.0,3,,,,,,,,,,,"{'', 'בשפה', 'פשוטה', ')', 'אפילו', '""דגל""', 'ביותר', 'למנה', 'איך', 'התבלינים', 'הסבר', 'נאן', 'נהנינו', 'אופן', 'רחב', 'קבלת', 'ולידועים', 'שף', 'מאכלים', 'ומעניין', 'והכל', 'פנים', 'כדי', 'ומזין', 'מנה', 'אתמול', 'המטבח', 'מאכלי', 'קינחנו', 'קולגות', 'דאל', 'היתר', 'ומובנת', 'בומביי', 'מהרכיבים', 'אחד', 'מה', 'בנעימות', 'למוכרים', 'הכנה', 'ובחיוך', 'סמוסה', 'על', 'לא', 'בחסד', 'התה', 'מהסדנה', 'לעבודה', 'בחיפה', 'המפורסם', '""נולדה""', 'של', 'תצטערו', 'מושלם', 'וכמובן', 'תוך', 'את', 'מסאלה', 'כל', 'מאוד', '(חלומית', 'מוסיף', 'מפורט', 'לרכוש', 'הנחשבים', 'כמובן', 'במטבח', 'והאוכל', 'עוף', 'טרי', 'ועוד', 'שלה', 'בגלידה', 'קארי', 'לגבי', 'מומלץ', 'היחודיים', 'קיבלנו', 'מקסים', 'בין', 'הכנו', 'ניתן', 'הקטנה', 'היינו', ""ג'קי"", 'ההכנה', 'שלישיית', 'מסרותית', 'לבבית', 'המנה', 'הכנת', 'עצמה', 'הכל', 'ההודי', 'איפה', 'המקום', 'טעים'}","[32.8240841, 34.9717711]",0.0,0.393,401.083,2.333,0,17,0,7,2,24,קייטרינג,False
True,,True,True,False,False,True,True,True,True,True,True,True,מסעדת שוואטינא - בת גלים,2.0,4.4,3098,"[720, 1380]","[720, 1380]","[720, 1380]","[720, 1380]","[720, 1380]","[720, 1380]","[720, 1380]",720.0,1380.0,True,"{'מקום', '', 'להתנסות', 'תמיד', 'כשר', 'יש', 'אחד)', 'בשרים', 'דג', 'סוגי', 'ובאוכל', 'מנת', 'דקות', 'מילים', 'כמונו', 'למעלה', '+', 'יקר', 'במקום', 'מסעדת', 'שמנת', 'דבר', 'שבנינו', 'פילה', 'מהעולם', 'עבורי', 'חיוך', 'בכל', 'ומתעניינים', 'במידה', 'שולחן', 'ומעבר', 'לחפש', 'יצא', 'והרגשה', 'עשה', 'בסלטים', 'אישי', 'שאין', 'מדהים', 'מקבלים', 'היו', 'שם', 'ומתוכננים', 'שמתאים', 'להניח', 'אוהבת', 'סלמון', 'ל20', 'מול', 'טעימה', 'לקבלת', 'בסופ""ש', 'אפשרות', 'יתפנה', 'היא', 'מהסרטים', 'אז', 'לנו', 'למשעי', 'פינה', 'מלאה', 'עבורו(בסופ""ש', 'וכנפה', 'נקי', 'פנים', 'הבית', 'מנה', 'להתחיל', 'לעשות', 'שמעל', 'המתנה', 'שלנו', '(אוכל', 'השולחן', 'עדיף', 'הצוות', 'קרוב', 'ונעים', 'מהירים', 'כשר)', 'דניס', '(הזמנו', 'יתר', 'וזה', 'סלטים', 'הסלטים', 'אחר', 'פחות', 'סלומון', 'אפליקציה/אתר)', 'עם', 'שהשולחן', 'נכון', 'הדג', 'באופן', 'ממש', 'הכנאפה', 'ארוחת', 'כולם', 'שורה', 'מניחים', '45', 'מה', 'הן', 'אבל', 'שמחפש', 'שירות', 'ערבית', 'החלון', 'בתנור', 'להגיע', 'אחרת', 'והפינוי', 'גרים', 'אני', 'בסוף', 'לקחנו', 'נענע', 'כנאפה', '3', 'עבור', 'תינוק', 'על', 'ניכר', 'תה/קפה', 'מעל', 'לא', 'במסעדה', 'יום', 'לצמחונים', 'צלחת', 'בתפוסה', 'קודם', 'תודה', 'שוואטימה-', ""צ'יפס"", 'ואדיב', '(ביום', 'שבת)', 'חשק', 'לשבוע', 'מאוחרת', 'המתנו', 'הייתה', 'ושום', 'חשבון', 'שהיינו', 'לפחות', 'טעם', 'של', 'הטריות', 'את', 'מסויימת', 'בעיקר', 'המון', 'שמגישה', 'כל', 'רב', 'מאוד', 'יודעים', 'לפנתיאון', 'אופן)', 'הרגל', 'אדיב', 'ליד', 'מבחינת', 'תחתונה', 'שמחתי', 'ליום', 'מדיי', 'מעולה', 'יפיפה', 'כך', 'ממושלמת❤️', 'נוף', 'הנוף', 'הים', 'סביר', 'ערב', 'בסועדים', 'חביבים', '(בשעה', 'ששומר', 'זאת', 'ופלטת', 'טריים', 'כאן', 'הזמנו', 'מ10', 'וסטייק', 'ההגשה', 'ומסביר', '*מ*ב*ר*י*ק*ה', 'השירות', 'שקלים', 'והאוכל', 'שלם', 'מעבר', 'לכך', 'שהגעתי', 'ארוך', 'פירות', 'הפתוח', 'אינטימית', 'עד', 'מסעדה', 'ודגים', '5', 'למסעדה(אין', '(רק)', 'אקוואריום', 'האווירה', 'מטורף', 'הסלטים-', 'עמוסה', 'והמסעדה', 'נעימה', 'פרגית', 'הזה', 'מעט', 'מומלץ', 'שטוב', 'בנדיבות', 'ובאותנטיות', 'עבורנו', 'כשרות', 'וכנאפה', 'קיבלנו', 'גם', 'הארוחה', 'ים', 'בטוב', 'מהם', 'במינון', 'כפול', 'מי', 'ולא', 'מקומות', 'קוביות', '😅)', 'סועדים', 'גדול', 'חייב', 'מראש', 'פושטים', 'לברק', 'היה', 'חומוס', 'צפוף', 'הצוהריים', 'סועד', 'למי', 'וואו', 'זה', 'שמו', 'רק', 'קפה', 'כוכבים', 'כבד', 'זמן', 'היינו', 'לאכול', '😇', 'לקינוח', 'יפה', 'גדולה', 'באותו', 'השם', 'בדיעבד', 'אווירה', 'מתקשרים', 'ברמה', 'החופים', 'אוכל', 'יותר', 'ישבנו', 'לסועד', 'אם', 'מטוגן', 'ואין', 'הפסטה', 'חם', 'תה', 'המסעדה', 'רועשת', ':)', 'שבת', 'וטעימה', 'נתנו', 'באמת', 'להזמין', 'המלצרים', 'אפשר', 'במיוחד', 'כלום', 'הכל', 'יהנה', 'מבוגרים+עגלת', 'והן', 'גבוה', 'פירוש', 'והציעו', 'המקום', 'טעים', 'לתחושתי'}","[32.8313784, 34.970442]",0.0,-0.158,150.75,1.25,0,11,3,11,2,16,מסעדה ים תיכונית,False
